Mod:Item:MetaData, Localized Name
TConstruct:largeSwordBlade:13, Copper Large Sword Blade
TConstruct:largeSwordBlade:14, Bronze Large Sword Blade
TConstruct:largeSwordBlade:15, Alumite Large Sword Blade
TConstruct:largeSwordBlade:16, Steel Large Sword Blade
TConstruct:largeSwordBlade:17, Slime Large Sword Blade
TConstruct:largeSwordBlade:18, Pig Iron Large Sword Blade
TConstruct:hammerHead:0, Wooden Hammer Head
TConstruct:hammerHead:1, Stone Hammer Head
TConstruct:hammerHead:2, Iron Hammer Head
TConstruct:hammerHead:3, Flint Hammer Head
TConstruct:hammerHead:4, Cactus Hammer Head
TConstruct:hammerHead:5, Bone Hammer Head
TConstruct:hammerHead:6, Obsidian Hammer Head
TConstruct:hammerHead:7, Netherrack Hammer Head
TConstruct:hammerHead:8, Slime Hammer Head
TConstruct:hammerHead:9, Paper Hammer Head
TConstruct:hammerHead:10, Cobalt Hammer Head
TConstruct:hammerHead:11, Ardite Hammer Head
TConstruct:hammerHead:12, Manyullyn Hammer Head
TConstruct:hammerHead:13, Copper Hammer Head
TConstruct:hammerHead:14, Bronze Hammer Head
TConstruct:hammerHead:15, Alumite Hammer Head
TConstruct:hammerHead:16, Steel Hammer Head
TConstruct:hammerHead:17, Slime Hammer Head
TConstruct:hammerHead:18, Pig Iron Hammer Head
TConstruct:creativeModifier, Creative Tool Modifier
TConstruct:buckets:0, Molten Iron Bucket
TConstruct:buckets:1, Molten Gold Bucket
TConstruct:buckets:2, Molten Copper Bucket
TConstruct:buckets:3, Molten Tin Bucket
TConstruct:buckets:4, Molten Aluminum Bucket
TConstruct:buckets:5, Molten Cobalt Bucket
TConstruct:buckets:6, Molten Ardite Bucket
TConstruct:buckets:7, Molten Bronze Bucket
TConstruct:buckets:8, Molten Aluminum Brass Bucket
TConstruct:buckets:9, Molten Manyullyn Bucket
TConstruct:buckets:10, Molten Alumite Bucket
TConstruct:buckets:11, Molten Obsidian Bucket
TConstruct:buckets:12, Molten Steel Bucket
TConstruct:buckets:13, Molten Glass Bucket
TConstruct:buckets:14, Seared Stone Bucket
TConstruct:buckets:15, Liquified Emerald Bucket
TConstruct:buckets:16, Bucket o' Blood
TConstruct:buckets:17, Molten Nickel Bucket
TConstruct:buckets:18, Molten Lead Bucket
TConstruct:buckets:19, Molten Silver Bucket
TConstruct:buckets:20, Molten Shiny Bucket
TConstruct:buckets:21, Molten Invar Bucket
TConstruct:buckets:22, Molten Electrum Bucket
TConstruct:buckets:23, Liquified Ender Bucket
TConstruct:buckets:24, Liquid Slime Bucket
TConstruct:buckets:25, Sticky Glue Bucket
TConstruct:buckets:26, Molten Pig Iron Bucket
TConstruct:buckets:27, Molten Lumium Bucket
TConstruct:buckets:28, Molten Signalum Bucket
TConstruct:buckets:29, Molten Mana Infused Metal Bucket
TConstruct:buckets:30, Molten Enderium Bucket
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
TConstruct:metalPattern:26, Gem Cast
TConstruct:metalPattern:27, Nugget Cast
TConstruct:diamondApple:0, Jeweled Apple
TConstruct:jerky:0, Beef Jerky
TConstruct:jerky:1, Chicken Jerky
TConstruct:jerky:2, Bacon Jerky
TConstruct:jerky:3, Mutton Jerky
TConstruct:jerky:4, Fish Jerky
TConstruct:jerky:5, Monster Jerky
TConstruct:jerky:6, Gelatinous Slime Drop
TConstruct:jerky:7, Coagulated Blood Drop
TConstruct:heartCanister:0, Empty Canister
TConstruct:heartCanister:1, Miniature Red Heart
TConstruct:heartCanister:2, Red Heart Canister
TConstruct:heartCanister:3, Miniature Yellow Heart
TConstruct:heartCanister:4, Yellow Heart Canister
TConstruct:heartCanister:5, Miniature Green Heart
TConstruct:heartCanister:6, Green Heart Canister
TConstruct:knapsack:0, Knapsack
TConstruct:helmetWood, Wooden Helmet
TConstruct:chestplateWood, Wooden Chestplate
TConstruct:leggingsWood, Wooden Leggings
TConstruct:bootsWood, Wooden Boots
TConstruct:travelGoggles, Traveller's Goggles
TConstruct:travelVest, Traveller's Vest
TConstruct:travelWings, Traveller's Wings
TConstruct:travelBoots, Traveller's Boots
TConstruct:travelGlove, Traveller's Gloves
TConstruct:travelBelt, Traveller's Belt
TConstruct:bowstring:0, Bowstring
TConstruct:bowstring:2, Fiery Bowstring
TConstruct:arrowhead:0, Wooden Arrowhead
TConstruct:arrowhead:1, Stone Arrowhead
TConstruct:arrowhead:2, Iron Arrowhead
TConstruct:arrowhead:3, Flint Arrowhead
TConstruct:arrowhead:4, Cactus Arrowhead
TConstruct:arrowhead:5, Bone Arrowhead
TConstruct:arrowhead:6, Obsidian Arrowhead
TConstruct:arrowhead:7, Netherrack Arrowhead
TConstruct:arrowhead:8, Slime Arrowhead
TConstruct:arrowhead:9, Paper Arrowhead
TConstruct:arrowhead:10, Cobalt Arrowhead
TConstruct:arrowhead:11, Ardite Arrowhead
TConstruct:arrowhead:12, Manyullyn Arrowhead
TConstruct:arrowhead:13, Copper Arrowhead
TConstruct:arrowhead:14, Bronze Arrowhead
TConstruct:arrowhead:15, Alumite Arrowhead
TConstruct:arrowhead:16, Steel Arrowhead
TConstruct:arrowhead:17, Slime Arrowhead
TConstruct:arrowhead:18, Pig Iron Arrowhead
TConstruct:fletching:0, Feather Fletching
TConstruct:fletching:1, Leaf Fletching
TConstruct:fletching:2, Slime Fletching
TConstruct:fletching:3, Slime Fletching
TConstruct:fletching:4, Slimeleaf Fletching
TConstruct:ShurikenPart:0, Wooden Shuriken
TConstruct:ShurikenPart:1, Stone Shuriken
TConstruct:ShurikenPart:2, Iron Shuriken
TConstruct:ShurikenPart:3, Flint Shuriken
TConstruct:ShurikenPart:4, Cactus Shuriken
TConstruct:ShurikenPart:5, Bone Shuriken
TConstruct:ShurikenPart:6, Obsidian Shuriken
TConstruct:ShurikenPart:7, Netherrack Shuriken
TConstruct:ShurikenPart:8, Slime Shuriken
TConstruct:ShurikenPart:9, Paper Shuriken
TConstruct:ShurikenPart:10, Cobalt Shuriken
TConstruct:ShurikenPart:11, Ardite Shuriken
TConstruct:ShurikenPart:12, Manyullyn Shuriken
TConstruct:ShurikenPart:13, Copper Shuriken
TConstruct:ShurikenPart:14, Bronze Shuriken
TConstruct:ShurikenPart:15, Alumite Shuriken
TConstruct:ShurikenPart:16, Steel Shuriken
TConstruct:ShurikenPart:17, Slime Shuriken
TConstruct:ShurikenPart:18, Pig Iron Shuriken
TConstruct:BowLimbPart:0, Wooden Bow Limb
TConstruct:BowLimbPart:1, Stone Bow Limb
TConstruct:BowLimbPart:2, Iron Bow Limb
TConstruct:BowLimbPart:3, Flint Bow Limb
TConstruct:BowLimbPart:4, Cactus Bow Limb
TConstruct:BowLimbPart:5, Bone Bow Limb
TConstruct:BowLimbPart:6, Obsidian Bow Limb
TConstruct:BowLimbPart:7, Netherrack Bow Limb
TConstruct:BowLimbPart:8, Slime Bow Limb
TConstruct:BowLimbPart:9, Paper Bow Limb
TConstruct:BowLimbPart:10, Cobalt Bow Limb
TConstruct:BowLimbPart:11, Ardite Bow Limb
TConstruct:BowLimbPart:12, Manyullyn Bow Limb
TConstruct:BowLimbPart:13, Copper Bow Limb
TConstruct:BowLimbPart:14, Bronze Bow Limb
TConstruct:BowLimbPart:15, Alumite Bow Limb
TConstruct:BowLimbPart:16, Steel Bow Limb
TConstruct:BowLimbPart:17, Slime Bow Limb
TConstruct:BowLimbPart:18, Pig Iron Bow Limb
TConstruct:CrossbowLimbPart:0, Wooden Crossbow Limb
TConstruct:CrossbowLimbPart:1, Stone Crossbow Limb
TConstruct:CrossbowLimbPart:2, Iron Crossbow Limb
TConstruct:CrossbowLimbPart:3, Flint Crossbow Limb
TConstruct:CrossbowLimbPart:4, Cactus Crossbow Limb
TConstruct:CrossbowLimbPart:5, Bone Crossbow Limb
TConstruct:CrossbowLimbPart:6, Obsidian Crossbow Limb
TConstruct:CrossbowLimbPart:7, Netherrack Crossbow Limb
TConstruct:CrossbowLimbPart:8, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:9, Paper Crossbow Limb
TConstruct:CrossbowLimbPart:10, Cobalt Crossbow Limb
TConstruct:CrossbowLimbPart:11, Ardite Crossbow Limb
TConstruct:CrossbowLimbPart:12, Manyullyn Crossbow Limb
TConstruct:CrossbowLimbPart:13, Copper Crossbow Limb
TConstruct:CrossbowLimbPart:14, Bronze Crossbow Limb
TConstruct:CrossbowLimbPart:15, Alumite Crossbow Limb
TConstruct:CrossbowLimbPart:16, Steel Crossbow Limb
TConstruct:CrossbowLimbPart:17, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:18, Pig Iron Crossbow Limb
TConstruct:CrossbowBodyPart:0, Wooden Crossbow Body
TConstruct:CrossbowBodyPart:1, Stone Crossbow Body
TConstruct:CrossbowBodyPart:2, Iron Crossbow Body
TConstruct:CrossbowBodyPart:3, Flint Crossbow Body
TConstruct:CrossbowBodyPart:4, Cactus Crossbow Body
TConstruct:CrossbowBodyPart:5, Bone Crossbow Body
TConstruct:CrossbowBodyPart:6, Obsidian Crossbow Body
TConstruct:CrossbowBodyPart:7, Netherrack Crossbow Body
TConstruct:CrossbowBodyPart:8, Slime Crossbow Body
TConstruct:CrossbowBodyPart:9, Paper Crossbow Body
TConstruct:CrossbowBodyPart:10, Cobalt Crossbow Body
TConstruct:CrossbowBodyPart:11, Ardite Crossbow Body
TConstruct:CrossbowBodyPart:12, Manyullyn Crossbow Body
TConstruct:CrossbowBodyPart:13, Copper Crossbow Body
TConstruct:CrossbowBodyPart:14, Bronze Crossbow Body
TConstruct:CrossbowBodyPart:15, Alumite Crossbow Body
TConstruct:CrossbowBodyPart:16, Steel Crossbow Body
TConstruct:CrossbowBodyPart:17, Slime Crossbow Body
TConstruct:CrossbowBodyPart:18, Pig Iron Crossbow Body
TConstruct:BoltPart:0, Wooden Bolt
TConstruct:BoltPart:128, Oureclase Bolt
TConstruct:BoltPart:1, Stone Bolt
TConstruct:BoltPart:129, Prometheum Bolt
TConstruct:BoltPart:2, Iron Bolt
TConstruct:BoltPart:130, Quicksilver Bolt
TConstruct:BoltPart:3, Flint Bolt
TConstruct:BoltPart:131, Tartarite Bolt
TConstruct:BoltPart:4, Cactus Bolt
TConstruct:BoltPart:132, Desichalkos Bolt
TConstruct:BoltPart:5, Bone Bolt
TConstruct:BoltPart:133, Eximite Bolt
TConstruct:BoltPart:6, Obsidian Bolt
TConstruct:BoltPart:134, Bloodwood Bolt
TConstruct:BoltPart:7, Netherrack Bolt
TConstruct:BoltPart:135, Darkwood Bolt
TConstruct:BoltPart:8, Slime Bolt
TConstruct:BoltPart:136, Fusewood Bolt
TConstruct:BoltPart:9, Paper Bolt
TConstruct:BoltPart:137, Ghostwood Bolt
TConstruct:BoltPart:10, Cobalt Bolt
TConstruct:BoltPart:138, Nether Quartz Bolt
TConstruct:BoltPart:11, Ardite Bolt
TConstruct:BoltPart:139, Refined Glowstone Bolt
TConstruct:BoltPart:12, Manyullyn Bolt
TConstruct:BoltPart:140, Osmium Bolt
TConstruct:BoltPart:13, Copper Bolt
TConstruct:BoltPart:141, Pokefennium Bolt
TConstruct:BoltPart:14, Bronze Bolt
TConstruct:BoltPart:142, Fairy Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:143, Certus Quartz Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:144, Ender Amethyst Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:145, Manasteel Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:BoltPart:146, Terrasteel Bolt
TConstruct:BoltPart:147, Elementium Bolt
TConstruct:BoltPart:160, Fiery Bolt
TConstruct:BoltPart:161, Ironwood Bolt
TConstruct:BoltPart:162, KnightMetal Bolt
TConstruct:BoltPart:163, Steelleaf Bolt
TConstruct:BoltPart:164, Amethyst Bolt
TConstruct:BoltPart:165, Peridot Bolt
TConstruct:BoltPart:166, Ruby Bolt
TConstruct:BoltPart:167, Sapphire Bolt
TConstruct:BoltPart:171, Dark Steel Bolt
TConstruct:BoltPart:172, Void Metal Bolt
TConstruct:BoltPart:173, RedAurum Bolt
TConstruct:BoltPart:178, Draconium Bolt
TConstruct:BoltPart:179, Awakened Draconium Bolt
TConstruct:BoltPart:180, Glue Bolt
TConstruct:BoltPart:185, Bedrockium Bolt
TConstruct:BoltPart:186, Tear Jerker Bolt
TConstruct:BoltPart:189, Enderium Bolt
TConstruct:BoltPart:190, Signalum Bolt
TConstruct:BoltPart:191, Lumium Bolt
TConstruct:BoltPart:2000, Constantan Bolt
TConstruct:BoltPart:100, Angmallen Bolt
TConstruct:BoltPart:101, Damascus Steel Bolt
TConstruct:BoltPart:102, Hepatizon Bolt
TConstruct:BoltPart:103, Brass Bolt
TConstruct:BoltPart:104, Electrum Bolt
TConstruct:BoltPart:105, Platinum Bolt
TConstruct:BoltPart:106, Silver Bolt
TConstruct:BoltPart:107, Amordrine Bolt
TConstruct:BoltPart:108, Ceruclase Bolt
TConstruct:BoltPart:109, Ignatius Bolt
TConstruct:BoltPart:110, Inolashite Bolt
TConstruct:BoltPart:111, Kalendrite Bolt
TConstruct:BoltPart:112, Midasium Bolt
TConstruct:BoltPart:113, Sanguinite Bolt
TConstruct:BoltPart:114, Shadow Iron Bolt
TConstruct:BoltPart:115, Shadow Steel Bolt
TConstruct:BoltPart:116, Vulcanite Bolt
TConstruct:BoltPart:117, Vyroxeres Bolt
TConstruct:BoltPart:118, Adamantine Bolt
TConstruct:BoltPart:119, Astral Silver Bolt
TConstruct:BoltPart:120, Atlarus Bolt
TConstruct:BoltPart:121, Black Steel Bolt
TConstruct:BoltPart:122, Carmot Bolt
TConstruct:BoltPart:123, Celenegil Bolt
TConstruct:BoltPart:124, Deep Iron Bolt
TConstruct:BoltPart:125, Haderoth Bolt
TConstruct:BoltPart:126, Mithril Bolt
TConstruct:BoltPart:127, Orichalcum Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
Metallurgy:base.dust:0, Copper Dust
Metallurgy:base.dust:1, Tin Dust
Metallurgy:base.dust:2, Manganese Dust
Metallurgy:base.dust:3, Bronze Dust
Metallurgy:base.dust:4, Hepatizon Dust
Metallurgy:base.dust:5, Damascus Steel Dust
Metallurgy:base.dust:6, Angmallen Dust
Metallurgy:base.dust:7, Steel Dust
Metallurgy:copper.ingot:0, Copper Ingot
Metallurgy:base.nugget:0, Copper Nugget
Metallurgy:base.nugget:1, Tin Nugget
Metallurgy:base.nugget:2, Manganese Nugget
Metallurgy:base.nugget:3, Bronze Nugget
Metallurgy:base.nugget:4, Hepatizon Nugget
Metallurgy:base.nugget:5, Damascus Steel Nugget
Metallurgy:base.nugget:6, Angmallen Nugget
Metallurgy:base.nugget:7, Steel Nugget
Metallurgy:copper.axe, Copper Axe
Metallurgy:copper.hoe, Copper Hoe
Metallurgy:copper.pickaxe, Copper Pickaxe
Metallurgy:copper.shovel, Copper Shovel
Metallurgy:copper.sword, Copper Sword
Metallurgy:metallurgy.copper.helmet, Copper Helmet
Metallurgy:metallurgy.copper.chestplate, Copper Chestplate
Metallurgy:metallurgy.copper.leggings, Copper Leggings
Metallurgy:metallurgy.copper.boots, Copper Boots
Metallurgy:tin.ingot:0, Tin Ingot
Metallurgy:manganese.ingot:0, Manganese Ingot
Metallurgy:bronze.ingot:0, Bronze Ingot
Metallurgy:bronze.axe, Bronze Axe
Metallurgy:bronze.hoe, Bronze Hoe
Metallurgy:bronze.pickaxe, Bronze Pickaxe
Metallurgy:bronze.shovel, Bronze Shovel
Metallurgy:bronze.sword, Bronze Sword
Metallurgy:metallurgy.bronze.helmet, Bronze Helmet
Metallurgy:metallurgy.bronze.chestplate, Bronze Chestplate
Metallurgy:metallurgy.bronze.leggings, Bronze Leggings
Metallurgy:metallurgy.bronze.boots, Bronze Boots
Metallurgy:hepatizon.ingot:0, Hepatizon Ingot
Metallurgy:hepatizon.axe, Hepatizon Axe
Metallurgy:hepatizon.hoe, Hepatizon Hoe
Metallurgy:hepatizon.pickaxe, Hepatizon Pickaxe
Metallurgy:hepatizon.shovel, Hepatizon Shovel
Metallurgy:hepatizon.sword, Hepatizon Sword
Metallurgy:metallurgy.hepatizon.helmet, Hepatizon Helmet
Metallurgy:metallurgy.hepatizon.chestplate, Hepatizon Chestplate
Metallurgy:metallurgy.hepatizon.leggings, Hepatizon Leggings
Metallurgy:metallurgy.hepatizon.boots, Hepatizon Boots
Metallurgy:damascus.steel.ingot:0, Damascus Steel Ingot
Metallurgy:damascus.steel.axe, Damascus Steel Axe
Metallurgy:damascus.steel.hoe, Damascus Steel Hoe
Metallurgy:damascus.steel.pickaxe, Damascus Steel Pickaxe
Metallurgy:damascus.steel.shovel, Damascus Steel Shovel
Metallurgy:damascus.steel.sword, Damascus Steel Sword
Metallurgy:metallurgy.damascus.steel.helmet, Damascus Steel Helmet
Metallurgy:metallurgy.damascus.steel.chestplate, Damascus Steel Chestplate
Metallurgy:metallurgy.damascus.steel.leggings, Damascus Steel Leggings
Metallurgy:metallurgy.damascus.steel.boots, Damascus Steel Boots
Metallurgy:angmallen.ingot:0, Angmallen Ingot
Metallurgy:angmallen.axe, Angmallen Axe
Metallurgy:angmallen.hoe, Angmallen Hoe
Metallurgy:angmallen.pickaxe, Angmallen Pickaxe
Metallurgy:angmallen.shovel, Angmallen Shovel
Metallurgy:angmallen.sword, Angmallen Sword
Metallurgy:metallurgy.angmallen.helmet, Angmallen Helmet
Metallurgy:metallurgy.angmallen.chestplate, Angmallen Chestplate
Metallurgy:metallurgy.angmallen.leggings, Angmallen Leggings
Metallurgy:metallurgy.angmallen.boots, Angmallen Boots
Metallurgy:steel.ingot:0, Steel Ingot
Metallurgy:steel.axe, Steel Axe
Metallurgy:steel.hoe, Steel Hoe
Metallurgy:steel.pickaxe, Steel Pickaxe
Metallurgy:steel.shovel, Steel Shovel
Metallurgy:steel.sword, Steel Sword
Metallurgy:metallurgy.steel.helmet, Steel Helmet
Metallurgy:metallurgy.steel.chestplate, Steel Chestplate
Metallurgy:metallurgy.steel.leggings, Steel Leggings
Metallurgy:metallurgy.steel.boots, Steel Boots
Metallurgy:ender.dust:0, Eximite Dust
Metallurgy:ender.dust:1, Meutoite Dust
Metallurgy:ender.dust:2, Desichalkos Dust
Metallurgy:eximite.ingot:0, Eximite Ingot
Metallurgy:ender.nugget:0, Eximite Nugget
Metallurgy:ender.nugget:1, Meutoite Nugget
Metallurgy:ender.nugget:2, Desichalkos Nugget
Metallurgy:eximite.axe, Eximite Axe
Metallurgy:eximite.hoe, Eximite Hoe
Metallurgy:eximite.pickaxe, Eximite Pickaxe
Metallurgy:eximite.shovel, Eximite Shovel
Metallurgy:eximite.sword, Eximite Sword
Metallurgy:metallurgy.eximite.helmet, Eximite Helmet
Metallurgy:metallurgy.eximite.chestplate, Eximite Chestplate
Metallurgy:metallurgy.eximite.leggings, Eximite Leggings
Metallurgy:metallurgy.eximite.boots, Eximite Boots
Metallurgy:meutoite.ingot:0, Meutoite Ingot
Metallurgy:desichalkos.ingot:0, Desichalkos Ingot
Metallurgy:desichalkos.axe, Desichalkos Axe
Metallurgy:desichalkos.hoe, Desichalkos Hoe
Metallurgy:desichalkos.pickaxe, Desichalkos Pickaxe
Metallurgy:desichalkos.shovel, Desichalkos Shovel
Metallurgy:desichalkos.sword, Desichalkos Sword
Metallurgy:metallurgy.desichalkos.helmet, Desichalkos Helmet
Metallurgy:metallurgy.desichalkos.chestplate, Desichalkos Chestplate
Metallurgy:metallurgy.desichalkos.leggings, Desichalkos Leggings
Metallurgy:metallurgy.desichalkos.boots, Desichalkos Boots
Metallurgy:fantasy.dust:0, Prometheum Dust
Metallurgy:fantasy.dust:1, Deep Iron Dust
Metallurgy:fantasy.dust:2, Infuscolium Dust
Metallurgy:fantasy.dust:3, Black Steel Dust
Metallurgy:fantasy.dust:4, Oureclase Dust
Metallurgy:fantasy.dust:5, Astral Silver Dust
Metallurgy:fantasy.dust:6, Carmot Dust
Metallurgy:fantasy.dust:7, Mithril Dust
Metallurgy:fantasy.dust:8, Rubracium Dust
Metallurgy:fantasy.dust:9, Quicksilver Dust
Metallurgy:fantasy.dust:10, Haderoth Dust
Metallurgy:fantasy.dust:11, Orichalcum Dust
Metallurgy:fantasy.dust:12, Celenegil Dust
Metallurgy:fantasy.dust:13, Adamantine Dust
Metallurgy:fantasy.dust:14, Atlarus Dust
Metallurgy:fantasy.dust:15, Tartarite Dust
Metallurgy:prometheum.ingot:0, Prometheum Ingot
Metallurgy:fantasy.nugget:0, Prometheum Nugget
Metallurgy:fantasy.nugget:1, Deep Iron Nugget
Metallurgy:fantasy.nugget:2, Infuscolium Nugget
Metallurgy:fantasy.nugget:3, Black Steel Nugget
Metallurgy:fantasy.nugget:4, Oureclase Nugget
Metallurgy:fantasy.nugget:5, Astral Silver Nugget
Metallurgy:fantasy.nugget:6, Carmot Nugget
Metallurgy:fantasy.nugget:7, Mithril Nugget
Metallurgy:fantasy.nugget:8, Rubracium Nugget
Metallurgy:fantasy.nugget:9, Quicksilver Nugget
